age,annual_income,employment_years,loan_amount,loan_term,credit_history_years,credit_accounts,late_payments,debt_to_income,credit_utilization,savings_balance,existing_loans,education_level,employment_type,home_ownership,default_risk
57,852903.06,9.7,142692.34,48,9.6,4,2,0.0761,0.3555,141340.37,3,Graduate,Contract,Own,1
45,1102961.69,5.0,787386.02,36,10.2,6,3,0.2406,0.4059,211145.96,1,Graduate,Contract,Own,1
58,238262.77,9.1,139312.51,36,7.7,3,2,0.5552,0.6042,280934.19,2,Graduate,Salaried,Mortgage,0
32,591373.45,3.5,502642.37,48,1.9,5,0,0.2491,0.0256,211366.84,4,Postgraduate,Salaried,Rent,0
43,353358.06,6.3,837321.46,36,14.1,3,0,0.1706,0.1907,84307.07,3,Graduate,Salaried,Own,1
42,580601.4,10.8,555581.77,36,5.3,6,1,0.3434,0.5052,81378.31,1,Graduate,Salaried,Mortgage,0
41,2346692.88,4.9,1978522.39,36,9.4,4,2,0.1092,0.385,52455.0,3,Graduate,Salaried,Own,0
47,763181.85,3.6,125385.59,48,7.2,5,0,0.4259,0.7187,35747.53,1,Graduate,Salaried,Rent,1
51,1066010.12,8.6,426404.38,60,7.8,6,1,0.3395,0.3222,51506.87,3,Graduate,Salaried,Own,0
26,1910943.85,8.5,455134.8,36,9.3,2,3,0.3108,0.8238,455854.84,1,Postgraduate,Self-employed,Rent,0
47,1208360.06,3.8,187838.16,48,4.2,4,0,0.3663,0.2593,317722.92,2,High School,Salaried,Own,0
60,508070.08,0.0,212580.61,60,12.2,4,1,0.1699,0.4297,280221.22,2,Graduate,Salaried,Rent,0
54,322229.72,3.6,259800.49,12,0.7,3,2,0.2117,0.9116,150623.72,1,Postgraduate,Contract,Own,0
32,639312.27,8.7,220186.92,24,2.8,6,1,0.1915,0.3071,174121.19,3,High School,Contract,Own,1
27,475674.68,2.9,419494.77,48,12.2,3,2,0.4601,0.4338,145183.57,1,Graduate,Contract,Own,0
30,281036.81,6.0,304088.99,48,9.4,7,1,0.2988,0.4964,50572.53,0,Postgraduate,Salaried,Own,0
37,742097.85,3.4,553293.18,60,17.2,3,0,0.157,0.5758,302205.19,1,Postgraduate,Salaried,Rent,0
46,752356.16,0.0,686342.92,36,7.3,4,0,0.0519,0.699,356060.27,2,Graduate,Salaried,Rent,0
41,1719840.01,3.3,656815.99,12,13.8,7,2,0.2148,0.4609,71714.47,1,High School,Salaried,Own,0
48,532723.58,8.7,344696.91,36,0.5,7,0,0.3239,0.5724,71661.87,0,High School,Salaried,Rent,0
22,758269.7,0.0,541399.11,24,1.3,3,0,0.3582,0.4119,238500.31,1,Graduate,Contract,Mortgage,1
21,450769.17,7.0,881902.39,36,10.6,4,0,0.3284,0.441,236823.67,1,High School,Contract,Own,1
56,1050703.85,1.3,601162.07,48,0.5,4,1,0.2963,0.66,323467.15,1,High School,Self-employed,Rent,0
46,606941.6,8.4,1506558.34,12,6.2,7,0,0.2696,0.6377,557696.71,2,Graduate,Self-employed,Rent,0
49,341056.1,8.9,852065.95,48,11.7,1,3,0.3105,0.3848,77217.67,0,Graduate,Salaried,Rent,0
41,645201.62,5.3,1375004.36,36,9.0,2,1,0.2307,0.7171,168571.7,1,Postgraduate,Self-employed,Own,1
31,805739.07,5.3,89052.36,36,7.0,8,0,0.4004,0.3512,80845.61,1,High School,Contract,Rent,1
60,747977.37,2.8,479185.15,12,5.2,7,0,0.1247,0.2411,85640.97,2,High School,Salaried,Rent,0
31,1155415.8,0.6,364560.11,36,7.8,3,2,0.1224,0.7196,127627.99,0,Postgraduate,Salaried,Own,0
